,管轄署,種別,日時,場所,状況,特徴,住所,address,count,color,都道府県コード,都道府県名,都道府県名カナ,都道府県名ローマ字,市区町村コード,市区町村名,市区町村名カナ,市区町村名ローマ字,大字町丁目名,大字町丁目名カナ,大字町丁目名ローマ字,小字・通称名,緯度,経度
152,松山南署管内,身体露出,令和4年6月29日(水) 午後3時30分ころ,松山市久米窪田町の路上,小学生女児2名が歩行中、対向から歩いて来た男が、下半身を露出させていたもの。,30歳位、やせ型、身長175センチ位、黒色様の髪、白色様半袖Tシャツ、長ズボン、白色マスク・白色キャップ帽着用、徒歩,松山市久米窪田町の,松山市久米窪田町,1,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,久米窪田町,クメクボタマチ,KUMEKUBOTAMACHI,,33.804652,132.811203
153,西条署管内,声かけ,令和4年6月29日(水) 午前7時5分ころ,西条市朔日市の路上,小学生男児が家族と一緒に歩行中、徒歩の女から「勉強教えてあげようか?」などと声をかけられたもの。,35~40歳位、小肥、身長165cm位、黒髪ショートカット、上衣:赤色Tシャツ(大きめサイズ)、下衣:黒色長ズボン(ゆったりした感じ)、メガネ・マスクなし、徒歩,西条市朔日市の,西条市朔日市,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,朔日市,ツイタチ,TSUITACHI,,33.928571,133.183796
154,伯方署管内,写真撮影等,令和4年6月28日(火) 午後8時40分ころ,今治市伯方町木浦甲の路上,女性が子供と車で走行中、路上に立っていた男から、ニヤニヤしながら携帯電話機を向けられたもの。,20歳位、中肉、上衣:黒色長袖、下衣:黒色長ズボン、深緑色帽子着用、携帯電話機所持、徒歩,今治市伯方町木浦甲の,今治市伯方町木浦,0,写真撮影等,38.0,愛媛県,エヒメケン,EHIME KEN,38202.0,今治市,イマバリシ,IMABARI SHI,伯方町木浦,ハカタチョウキノウラ,HAKATACHO KINORA,,34.206212,133.111833
155,松山東署管内,つきまとい,令和4年6月27日(月) 午後4時40分ころ,松山市松末一丁目の路上,小学生男児が歩行中、両手を挙げた状態の男から、走って追いかけられたもの。,40~50歳位、肥満、身長170センチ位、黒色短髪、黒色長袖、黒色長ズボン、ベージュ色トートバッグ所持、徒歩,松山市松末一丁目の,松山市松末一丁目,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,松末一丁目,マツスエ 1,MATSUSUE 1,,33.826837,132.790334
156,松山西署管内,写真撮影等,令和4年6月27日(月) 午後3時30分ころ,松山市勝岡町の路上,小学生女児が歩行中、対向から来た男から、すれ違いざまに「こんにちは」と声をかけられた後、首から下げていたデジタルカメラを向けられたもの。,40~60歳位、小肥、身長160~170センチ位、黒色短髪、黒色様半袖Tシャツ、灰色様半ズボン、メガネあり、首から黒色デジタルカメラ(黒色ストラップ付)を下げている、白色ヘッドホン様のもの装着、徒歩,松山市勝岡町の,松山市勝岡町,0,写真撮影等,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,勝岡町,カツオカチョウ,KATSUOKACHO,,33.900906,132.722481
157,松山西署管内,不審者,令和4年6月26日(日) 午後4時ころ,松山市空港通五丁目の路上,女性が車で移動中、付近をうろついていた男から凝視されたもの。,40歳位、やせ型、肩までの長さの黒髪、上衣:黒と白色のボーダー柄、濃い色のジーンズ、透明ビニール袋所持、徒歩,松山市空港通五丁目の,松山市空港通五丁目,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,空港通五丁目,クウコウドオリ 5,KUKODORI 5,,33.827813,132.733419
158,今治署管内,身体露出,令和4年6月25日(土) 午前10時30分ころ,今治市北鳥生町一丁目の屋外施設,男が、屋外施設でズボンを足元まで下ろしていたもの。,30歳位、中肉、黒髪、白色Tシャツ、白色半ズボン、帽子・メガネ・マスクなし、徒歩,今治市北鳥生町一丁目の,今治市北鳥生町一丁目,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38202.0,今治市,イマバリシ,IMABARI SHI,北鳥生町一丁目,キタトリウチョウ 1,KITATORIUCHO 1,,34.056517,133.011944
159,松山東署管内,写真撮影等,令和4年6月25日(土) 午前9時35分ころ,松山市小栗四丁目の路上,小学生男児が移動中、道路沿いのアパート敷地内に立つ男から、スマートフォンを向けられ撮影されたもの。,20~30歳位、中肉、身長160センチ位、黒色半袖Tシャツ、黒色長ズボン、鼻の下にできものがある、スマートフォン(白色、三つ目のカメラレンズ)所持、黒縁メガネ着用、徒歩,松山市小栗四丁目の,松山市小栗四丁目,0,写真撮影等,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,小栗四丁目,オグリ 4,OGURI 4,,33.828988,132.761832
160,松山西署管内,声かけ,令和4年6月24日(金) 午後7時ころ,松山市山西町の路上,女子中学生が路上にいたところ、自転車に乗車の男から「おじさんのこと知っとる?」「この辺に住んどるんかなと思って。じゃあ。」と声をかけられたもの。,60歳位、小肥、身長160センチ位、白髪、上下クリーム色作業着様つなぎ、ハット帽着用、色黒、顔に深いしわ、動きが遅くゆっくり歩く、自転車使用(前後カゴ付き(いずれかが茶色のカゴ、カバー付き)),松山市山西町の,松山市山西町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,山西町,ヤマニシチョウ,YAMANISHICHO,,33.850954,132.727614
161,松山東署管内,つきまとい,令和4年6月24日(金) 午後4時30分ころ,松山市余戸中六丁目から同市余戸東五丁目までの路上,女子高校生が歩行中、自転車に乗車の男から、歩く速度に合わせて後方をつきまとわれたもの。,70~80歳位、小肥、身長165センチ位、坊主頭、紺色半袖Tシャツ、白色マスク着用、銀色自転車利用,松山市余戸中六丁目から同市余戸東五丁目までの,松山市余戸中六丁目から同市余戸東五丁目まで,0,blue,,,,,,,,,,,,,,
162,松山南署管内,身体露出,令和4年6月23日(木) 午後6時30分ころ,伊予郡砥部町重光の屋外施設,男が、屋外施設で下半身を露出していたもの。,20歳位、やせ型、身長170センチ位、中分けの髪型、メガネあり、徒歩,伊予郡砥部町重光の,伊予郡砥部町重光,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38402.0,伊予郡砥部町,イヨグントベチョウ,IYO GUN TOBE CHO,重光,シゲミツ,SHIGEMITSU,,33.781942,132.780621
163,松山東署管内,身体露出,令和4年6月22日(水) 午後4時30分ころ,松山市竹原三丁目の路上,小学生女児がを歩行中、すれ違った男が無言でズボンを下ろし、下半身を露出させて見せつけてきたもの。,若い、やせ型、160~165cm位、黒髪短髪、黒色ランニングTシャツ、灰色半ズボン、深緑色メガネ着用、マスクなし、徒歩,松山市竹原三丁目の,松山市竹原三丁目,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,竹原三丁目,タケワラ 3,TAKEWARA 3,,33.831886,132.749554
164,西条署管内,声かけ,令和4年6月22日(水) 午後3時ころ,西条市朔日市の路上,小学生男女児2名がを歩行中、自転車(黒色)を押して歩く男から「〇〇小学校の子?」「最近引っ越してきたの?」「どこから引っ越してきたの?」等と声をかけられたもの。,70歳位、中肉、165cm位、白髪混じりの黒髪短髪、黒色半袖Tシャツ、黒色サングラス着用、黒色自転車使用,西条市朔日市の,西条市朔日市,1,green,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,朔日市,ツイタチ,TSUITACHI,,33.928571,133.183796
165,松山東署管内,写真撮影等,令和4年6月22日(水) 午前10時50分ころ,松山市湊町八丁目の店舗敷地内,子供と女性数名が店舗敷地内にいたところ、近くのベンチに座っていた男からスマートフォンを向けられたもの。その際男は、スマートフォンを操作しながら、ズボンの上から下半身を触っていた。,30~40歳位、中肉、175cm位、黒髪短髪、薄ピンク色半袖シャツ、ベージュ色長ズボン、徒歩,松山市湊町八丁目の,松山市湊町八丁目,0,写真撮影等,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,湊町八丁目,ミナトマチ 8,MINATOMACHI 8,,33.835621,132.752151
166,松山東署管内,声かけ,令和4年6月20日(月) 午後5時ころ,松山市立花五丁目の路上,女性が歩行中、自転車に乗車の男から「郵便局はどこですか?」と呼び止められ、真横に来た際、肩に手を置かれ卑わいな言葉を言われたもの。,40~50歳位、小肥、身長160センチ位、黒色短髪、黒色半袖、黒色半ズボン、薄緑色リュックサック所持、アジア人風の顔貌、片言の日本語を話していた、灰色様の自転車使用,松山市立花五丁目の,松山市立花五丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,立花五丁目,タチバナ 5,TACHIBANA 5,,33.827715,132.770744
167,今治署管内,不審者,令和4年6月19日(日) 午後3時ころ,今治市拝志の集合住宅敷地内,男が、アパート1階の部屋の前をうろついたり、敷地内のブロック塀を飛び越えたりしていたもの。男は、昨年末ころから数回目撃されている。,15~18歳位、やせ型、身長165センチ位、黒色短髪、白色半袖Tシャツ、黒色か紺色半ズボン、中・高生風、白色様の自転車使用,今治市拝志の集合,今治市拝志の集合,0,purple,,,,,,,,,,,,,,
168,松山東署管内,つきまとい,6月17日(金)午後3時40分ころ,松山市道後樋又の路上,男子中学生が家族と歩行中、自転車に乗った男から、歩く速度に合わせて後方をつきまとわれたもの。,40-50歳位、160-170cm位、黒髪短髪、上衣:ベージュ色綿製シャツ、下衣:綿製ズボン、マスク着用、自転車使用,松山市道後樋又の,松山市道後樋又,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,道後樋又,ドウゴヒマタ,DOGO HIMATA,,33.852406,132.772246
169,松山東署管内,つきまとい,6月17日(金)午後10時20分ころ,松山市木屋町三丁目の路上,女子学生が路上にいたところ、自転車に乗った男から凝視されながら周辺をうろつかれ、その後、後をつきまとわれたもの。,50歳位、小肥、160cm位、短髪、上衣:白色ボーダー柄様丸首シャツ、軽快兼用自転車(白か銀色、前カゴつき)使用,松山市木屋町三丁目の,松山市木屋町三丁目,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,木屋町三丁目,キヤチョウ 3,KIYACHO 3,,33.8528,132.760126
170,松山東署管内,ちかん,6月16日(木)午前0時20分ころ,松山市中央一丁目の路上,女子大学生が歩行中、自転車に乗った男から追い抜きざまに身体を触られたもの。,30-50歳位、中肉、170cm位、上衣:カーキー色パーカー着用、自転車(ママチャリ様、暗めの色)使用、フードを被っていた,松山市中央一丁目の,松山市中央一丁目,0,gray,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,中央一丁目,チュウオウ 1,CHUO 1,,33.853932,132.751538
171,松山東署管内,つきまとい,6月17日(金)午前0時50分ころ,松山市拓川町の路上,女性が自転車で走行中、自動車から降車した男に走って追い掛けられた後、離れた場所からチラチラ見られたもの。,40歳位、やせ型、170cm位、黒髪短髪、白色半袖Tシャツ、半ズボン、白色マスク着用、黒色ミニバン様自動車使用,松山市拓川町の,松山市拓川町,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,拓川町,タクセンチョウ,TAKUSENCHO,,33.826255,132.765536
172,大洲署管内,凝視,6月17日(金)午後5時30分ころ,大洲市長浜から伊予市双海町までを走行中の列車内,女子高校生が友人と駅構内にいたところ、男から付近をうろつかれたり、その後乗車した大洲市長浜から伊予市双海町までを走行中の列車内で、同じ男から凝視されたりしたもの。,50-60歳位、160cm位、青色様ジャージ上下、青色キャップ帽着用,大洲市長浜から伊予市双海町までを走行中の列車内,大洲市長浜から伊予市双海町までを走行中の列車内,0,凝視,,,,,,,,,,,,,,
173,四国中央署管内,声かけ,令和4年6月16日(木) 午後3時ころ,四国中央市中之庄町の路上,小学生女児が歩行中、男から、肩を触られ「名前教えて。」等と声をかけられもの。,60歳位、小肥、身長160センチ位、白髪短髪、上衣:紫と緑色ジャージトレーナー、下衣:茶色長ズボン、徒歩,四国中央市中之庄町の,四国中央市中之庄町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,中之庄町,ナカノショウチョウ,NAKANOSHOCHO,,33.963258,133.536488
